EmployeeNumber,Variable,Value
1334,RelationshipSatisfaction,4
1336,RelationshipSatisfaction,4
1338,RelationshipSatisfaction,1
1340,RelationshipSatisfaction,2
1344,RelationshipSatisfaction,4
1346,RelationshipSatisfaction,3
1349,RelationshipSatisfaction,4
1350,RelationshipSatisfaction,2
1352,RelationshipSatisfaction,2
1355,RelationshipSatisfaction,4
1356,RelationshipSatisfaction,4
1358,RelationshipSatisfaction,3
1360,RelationshipSatisfaction,4
1361,RelationshipSatisfaction,3
1362,RelationshipSatisfaction,4
1363,RelationshipSatisfaction,3
1364,RelationshipSatisfaction,2
1367,RelationshipSatisfaction,2
1368,RelationshipSatisfaction,3
1369,RelationshipSatisfaction,2
1371,RelationshipSatisfaction,2
1372,RelationshipSatisfaction,3
1373,RelationshipSatisfaction,1
1374,RelationshipSatisfaction,3
1375,RelationshipSatisfaction,2
1377,RelationshipSatisfaction,1
1379,RelationshipSatisfaction,3
1380,RelationshipSatisfaction,3
1382,RelationshipSatisfaction,4
1383,RelationshipSatisfaction,4
1387,RelationshipSatisfaction,3
1389,RelationshipSatisfaction,4
1390,RelationshipSatisfaction,4
1391,RelationshipSatisfaction,2
1392,RelationshipSatisfaction,1
1394,RelationshipSatisfaction,4
1395,RelationshipSatisfaction,1
1396,RelationshipSatisfaction,1
1397,RelationshipSatisfaction,2
1399,RelationshipSatisfaction,2
1401,RelationshipSatisfaction,2
1402,RelationshipSatisfaction,1
1403,RelationshipSatisfaction,4
1405,RelationshipSatisfaction,4
1407,RelationshipSatisfaction,4
1408,RelationshipSatisfaction,3
1409,RelationshipSatisfaction,3
1411,RelationshipSatisfaction,1
1412,RelationshipSatisfaction,3
1415,RelationshipSatisfaction,2
1417,RelationshipSatisfaction,4
1419,RelationshipSatisfaction,1
1420,RelationshipSatisfaction,1
1421,RelationshipSatisfaction,1
1422,RelationshipSatisfaction,4
1423,RelationshipSatisfaction,3
1424,RelationshipSatisfaction,4
1425,RelationshipSatisfaction,4
1427,RelationshipSatisfaction,2
1428,RelationshipSatisfaction,2
1430,RelationshipSatisfaction,3
1431,RelationshipSatisfaction,3
1433,RelationshipSatisfaction,3
1434,RelationshipSatisfaction,2
1435,RelationshipSatisfaction,3
1436,RelationshipSatisfaction,1
1438,RelationshipSatisfaction,3
1439,RelationshipSatisfaction,1
1440,RelationshipSatisfaction,1
1441,RelationshipSatisfaction,4
1443,RelationshipSatisfaction,2
1445,RelationshipSatisfaction,3
1446,RelationshipSatisfaction,3
1447,RelationshipSatisfaction,1
1448,RelationshipSatisfaction,1
1449,RelationshipSatisfaction,3
1453,RelationshipSatisfaction,1
1457,RelationshipSatisfaction,1
1458,RelationshipSatisfaction,2
1459,RelationshipSatisfaction,1
1460,RelationshipSatisfaction,2
1461,RelationshipSatisfaction,4
1464,RelationshipSatisfaction,3
1465,RelationshipSatisfaction,4
1466,RelationshipSatisfaction,1
1467,RelationshipSatisfaction,4
1468,RelationshipSatisfaction,3
1469,RelationshipSatisfaction,4
1471,RelationshipSatisfaction,4
1472,RelationshipSatisfaction,2
1473,RelationshipSatisfaction,2
1474,RelationshipSatisfaction,3
1475,RelationshipSatisfaction,3
1477,RelationshipSatisfaction,1
1478,RelationshipSatisfaction,4
1479,RelationshipSatisfaction,3
1480,RelationshipSatisfaction,3
1481,RelationshipSatisfaction,3
1482,RelationshipSatisfaction,2
1483,RelationshipSatisfaction,1
1484,RelationshipSatisfaction,2
1485,RelationshipSatisfaction,4
1486,RelationshipSatisfaction,4
1487,RelationshipSatisfaction,1
1489,RelationshipSatisfaction,3
1492,RelationshipSatisfaction,1
1494,RelationshipSatisfaction,3
1495,RelationshipSatisfaction,3
1496,RelationshipSatisfaction,2
1497,RelationshipSatisfaction,3
1499,RelationshipSatisfaction,1
1501,RelationshipSatisfaction,2
1502,RelationshipSatisfaction,4
1503,RelationshipSatisfaction,3
1504,RelationshipSatisfaction,3
1506,RelationshipSatisfaction,4
1507,RelationshipSatisfaction,4
1509,RelationshipSatisfaction,1
1513,RelationshipSatisfaction,3
1514,RelationshipSatisfaction,2
1515,RelationshipSatisfaction,1
1516,RelationshipSatisfaction,2
1520,RelationshipSatisfaction,1
1522,RelationshipSatisfaction,3
1523,RelationshipSatisfaction,3
1525,RelationshipSatisfaction,4
1527,RelationshipSatisfaction,4
1529,RelationshipSatisfaction,4
1533,RelationshipSatisfaction,2
1534,RelationshipSatisfaction,2
1535,RelationshipSatisfaction,4
1537,RelationshipSatisfaction,1
1539,RelationshipSatisfaction,4
1541,RelationshipSatisfaction,2
1542,RelationshipSatisfaction,2
1543,RelationshipSatisfaction,1
1544,RelationshipSatisfaction,3
1545,RelationshipSatisfaction,4
1546,RelationshipSatisfaction,4
1547,RelationshipSatisfaction,3
1548,RelationshipSatisfaction,4
1549,RelationshipSatisfaction,2
1550,RelationshipSatisfaction,4
1551,RelationshipSatisfaction,2
1552,RelationshipSatisfaction,3
1553,RelationshipSatisfaction,1
1554,RelationshipSatisfaction,1
1555,RelationshipSatisfaction,1
1556,RelationshipSatisfaction,4
1557,RelationshipSatisfaction,3
1558,RelationshipSatisfaction,1
1560,RelationshipSatisfaction,4
1562,RelationshipSatisfaction,4
1563,RelationshipSatisfaction,3
1564,RelationshipSatisfaction,2
1568,RelationshipSatisfaction,2
1569,RelationshipSatisfaction,4
1572,RelationshipSatisfaction,2
1573,RelationshipSatisfaction,1
1574,RelationshipSatisfaction,2
1576,RelationshipSatisfaction,4
1577,RelationshipSatisfaction,3
1578,RelationshipSatisfaction,3
1580,RelationshipSatisfaction,2
1581,RelationshipSatisfaction,1
1582,RelationshipSatisfaction,4
1583,RelationshipSatisfaction,2
1585,RelationshipSatisfaction,1
1586,RelationshipSatisfaction,4
1587,RelationshipSatisfaction,3
1588,RelationshipSatisfaction,1
1590,RelationshipSatisfaction,4
1591,RelationshipSatisfaction,3
1592,RelationshipSatisfaction,4
1594,RelationshipSatisfaction,4
1595,RelationshipSatisfaction,4
1596,RelationshipSatisfaction,4
1597,RelationshipSatisfaction,2
1598,RelationshipSatisfaction,3
1599,RelationshipSatisfaction,3
1601,RelationshipSatisfaction,4
1602,RelationshipSatisfaction,2
1604,RelationshipSatisfaction,3
1605,RelationshipSatisfaction,2
1606,RelationshipSatisfaction,3
1607,RelationshipSatisfaction,4
1608,RelationshipSatisfaction,4
1609,RelationshipSatisfaction,2
1611,RelationshipSatisfaction,1
1612,RelationshipSatisfaction,1
1613,RelationshipSatisfaction,4
1614,RelationshipSatisfaction,2
1615,RelationshipSatisfaction,1
1617,RelationshipSatisfaction,4
1618,RelationshipSatisfaction,4
1619,RelationshipSatisfaction,1
1621,RelationshipSatisfaction,4
1622,RelationshipSatisfaction,2
1623,RelationshipSatisfaction,3
1624,RelationshipSatisfaction,3
1625,RelationshipSatisfaction,3
1627,RelationshipSatisfaction,4
1628,RelationshipSatisfaction,4
1630,RelationshipSatisfaction,4
1631,RelationshipSatisfaction,1
1633,RelationshipSatisfaction,4
1635,RelationshipSatisfaction,1
1638,RelationshipSatisfaction,4
1639,RelationshipSatisfaction,3
1640,RelationshipSatisfaction,1
1641,RelationshipSatisfaction,4
1642,RelationshipSatisfaction,3
1644,RelationshipSatisfaction,2
1645,RelationshipSatisfaction,4
1646,RelationshipSatisfaction,3
1647,RelationshipSatisfaction,1
1648,RelationshipSatisfaction,3
1649,RelationshipSatisfaction,2
1650,RelationshipSatisfaction,3
1651,RelationshipSatisfaction,3
1653,RelationshipSatisfaction,3
1654,RelationshipSatisfaction,3
1655,RelationshipSatisfaction,2
1656,RelationshipSatisfaction,3
1657,RelationshipSatisfaction,1
1658,RelationshipSatisfaction,3
1659,RelationshipSatisfaction,3
1661,RelationshipSatisfaction,2
1662,RelationshipSatisfaction,3
1664,RelationshipSatisfaction,1
1665,RelationshipSatisfaction,3
1666,RelationshipSatisfaction,1
1667,RelationshipSatisfaction,1
1668,RelationshipSatisfaction,4
1669,RelationshipSatisfaction,2
1670,RelationshipSatisfaction,3
1671,RelationshipSatisfaction,3
1673,RelationshipSatisfaction,1
1674,RelationshipSatisfaction,2
1675,RelationshipSatisfaction,2
1676,RelationshipSatisfaction,3
1677,RelationshipSatisfaction,1
1678,RelationshipSatisfaction,4
1680,RelationshipSatisfaction,1
1681,RelationshipSatisfaction,3
1682,RelationshipSatisfaction,2
1683,RelationshipSatisfaction,1
1684,RelationshipSatisfaction,1
1687,RelationshipSatisfaction,4
1689,RelationshipSatisfaction,3
1691,RelationshipSatisfaction,3
1692,RelationshipSatisfaction,1
1693,RelationshipSatisfaction,3
1694,RelationshipSatisfaction,4
1696,RelationshipSatisfaction,3
1697,RelationshipSatisfaction,3
1698,RelationshipSatisfaction,4
1700,RelationshipSatisfaction,3
1701,RelationshipSatisfaction,2
1702,RelationshipSatisfaction,2
1703,RelationshipSatisfaction,2
1704,RelationshipSatisfaction,3
1706,RelationshipSatisfaction,1
1707,RelationshipSatisfaction,4
1708,RelationshipSatisfaction,2
1709,RelationshipSatisfaction,3
1710,RelationshipSatisfaction,3
1712,RelationshipSatisfaction,4
1714,RelationshipSatisfaction,3
1716,RelationshipSatisfaction,3
1718,RelationshipSatisfaction,3
1719,RelationshipSatisfaction,3
1720,RelationshipSatisfaction,1
1721,RelationshipSatisfaction,4
1722,RelationshipSatisfaction,2
1724,RelationshipSatisfaction,2
1725,RelationshipSatisfaction,2
1727,RelationshipSatisfaction,4
1728,RelationshipSatisfaction,2
1729,RelationshipSatisfaction,2
1731,RelationshipSatisfaction,4
1732,RelationshipSatisfaction,2
1733,RelationshipSatisfaction,2
1734,RelationshipSatisfaction,2
1735,RelationshipSatisfaction,3
1736,RelationshipSatisfaction,4
1737,RelationshipSatisfaction,4
1739,RelationshipSatisfaction,3
1740,RelationshipSatisfaction,2
1744,RelationshipSatisfaction,3
1745,RelationshipSatisfaction,4
1746,RelationshipSatisfaction,4
1747,RelationshipSatisfaction,3
1749,RelationshipSatisfaction,3
1751,RelationshipSatisfaction,3
1752,RelationshipSatisfaction,3
1753,RelationshipSatisfaction,4
1754,RelationshipSatisfaction,1
1755,RelationshipSatisfaction,1
1756,RelationshipSatisfaction,4
1757,RelationshipSatisfaction,3
1758,RelationshipSatisfaction,3
1760,RelationshipSatisfaction,2
1761,RelationshipSatisfaction,1
1762,RelationshipSatisfaction,3
1763,RelationshipSatisfaction,3
1764,RelationshipSatisfaction,2
1766,RelationshipSatisfaction,3
1767,RelationshipSatisfaction,4
1768,RelationshipSatisfaction,2
1770,RelationshipSatisfaction,2
1771,RelationshipSatisfaction,4
1772,RelationshipSatisfaction,2
1774,RelationshipSatisfaction,3
1775,RelationshipSatisfaction,4
1778,RelationshipSatisfaction,2
1779,RelationshipSatisfaction,1
1780,RelationshipSatisfaction,2
1782,RelationshipSatisfaction,2
1783,RelationshipSatisfaction,3
1784,RelationshipSatisfaction,1
1786,RelationshipSatisfaction,4
1787,RelationshipSatisfaction,1
1789,RelationshipSatisfaction,3
1790,RelationshipSatisfaction,4
1792,RelationshipSatisfaction,3
1794,RelationshipSatisfaction,3
1797,RelationshipSatisfaction,4
1798,RelationshipSatisfaction,2
1799,RelationshipSatisfaction,3
1800,RelationshipSatisfaction,3
1801,RelationshipSatisfaction,3
1802,RelationshipSatisfaction,4
1803,RelationshipSatisfaction,3
1804,RelationshipSatisfaction,3
1805,RelationshipSatisfaction,4
1807,RelationshipSatisfaction,3
1809,RelationshipSatisfaction,2
1812,RelationshipSatisfaction,4
1813,RelationshipSatisfaction,3
1814,RelationshipSatisfaction,1
1815,RelationshipSatisfaction,4
1816,RelationshipSatisfaction,2
1818,RelationshipSatisfaction,3
1821,RelationshipSatisfaction,4
1822,RelationshipSatisfaction,4
1823,RelationshipSatisfaction,3
1824,RelationshipSatisfaction,4
1826,RelationshipSatisfaction,2
1827,RelationshipSatisfaction,3
1829,RelationshipSatisfaction,2
1830,RelationshipSatisfaction,2
1833,RelationshipSatisfaction,4
1834,RelationshipSatisfaction,3
1835,RelationshipSatisfaction,1
1836,RelationshipSatisfaction,1
1837,RelationshipSatisfaction,2
1839,RelationshipSatisfaction,3
1842,RelationshipSatisfaction,3
1844,RelationshipSatisfaction,4
1845,RelationshipSatisfaction,2
1847,RelationshipSatisfaction,4
1849,RelationshipSatisfaction,3
1850,RelationshipSatisfaction,3
1852,RelationshipSatisfaction,2
1853,RelationshipSatisfaction,3
1854,RelationshipSatisfaction,2
1856,RelationshipSatisfaction,3
1857,RelationshipSatisfaction,3
1858,RelationshipSatisfaction,2
1859,RelationshipSatisfaction,4
1860,RelationshipSatisfaction,4
1862,RelationshipSatisfaction,3
1863,RelationshipSatisfaction,4
1864,RelationshipSatisfaction,4
1865,RelationshipSatisfaction,4
1866,RelationshipSatisfaction,4
1867,RelationshipSatisfaction,4
1868,RelationshipSatisfaction,2
1869,RelationshipSatisfaction,3
1870,RelationshipSatisfaction,4
1871,RelationshipSatisfaction,2
1873,RelationshipSatisfaction,2
1875,RelationshipSatisfaction,4
1876,RelationshipSatisfaction,3
1878,RelationshipSatisfaction,1
1880,RelationshipSatisfaction,1
1881,RelationshipSatisfaction,1
1882,RelationshipSatisfaction,4
1883,RelationshipSatisfaction,2
1885,RelationshipSatisfaction,3
1886,RelationshipSatisfaction,4
1888,RelationshipSatisfaction,4
1890,RelationshipSatisfaction,4
1892,RelationshipSatisfaction,1
1893,RelationshipSatisfaction,3
1898,RelationshipSatisfaction,2
1900,RelationshipSatisfaction,2
1903,RelationshipSatisfaction,4
1905,RelationshipSatisfaction,2
1907,RelationshipSatisfaction,4
1908,RelationshipSatisfaction,3
1909,RelationshipSatisfaction,3
1911,RelationshipSatisfaction,2
1912,RelationshipSatisfaction,4
1915,RelationshipSatisfaction,3
1916,RelationshipSatisfaction,2
1918,RelationshipSatisfaction,1
1922,RelationshipSatisfaction,3
1924,RelationshipSatisfaction,2
1927,RelationshipSatisfaction,3
1928,RelationshipSatisfaction,4
1929,RelationshipSatisfaction,3
1931,RelationshipSatisfaction,3
1932,RelationshipSatisfaction,2
1933,RelationshipSatisfaction,4
1934,RelationshipSatisfaction,3
1935,RelationshipSatisfaction,3
1936,RelationshipSatisfaction,4
1937,RelationshipSatisfaction,3
1938,RelationshipSatisfaction,3
1939,RelationshipSatisfaction,1
1940,RelationshipSatisfaction,4
1941,RelationshipSatisfaction,4
1943,RelationshipSatisfaction,3
1944,RelationshipSatisfaction,1
1945,RelationshipSatisfaction,4
1947,RelationshipSatisfaction,3
1948,RelationshipSatisfaction,4
1949,RelationshipSatisfaction,2
1950,RelationshipSatisfaction,1
1951,RelationshipSatisfaction,3
1952,RelationshipSatisfaction,4
1954,RelationshipSatisfaction,1
1955,RelationshipSatisfaction,2
1956,RelationshipSatisfaction,2
1960,RelationshipSatisfaction,1
1961,RelationshipSatisfaction,1
1962,RelationshipSatisfaction,4
1965,RelationshipSatisfaction,1
1966,RelationshipSatisfaction,2
1967,RelationshipSatisfaction,3
1968,RelationshipSatisfaction,2
1969,RelationshipSatisfaction,3
1970,RelationshipSatisfaction,3
1971,RelationshipSatisfaction,2
1972,RelationshipSatisfaction,2
1973,RelationshipSatisfaction,1
1974,RelationshipSatisfaction,3
1975,RelationshipSatisfaction,1
1976,RelationshipSatisfaction,4
1979,RelationshipSatisfaction,3
1980,RelationshipSatisfaction,4
1981,RelationshipSatisfaction,2
1982,RelationshipSatisfaction,3
1985,RelationshipSatisfaction,1
1986,RelationshipSatisfaction,3
1987,RelationshipSatisfaction,3
1989,RelationshipSatisfaction,3
1992,RelationshipSatisfaction,3
1993,RelationshipSatisfaction,2
1994,RelationshipSatisfaction,3
1995,RelationshipSatisfaction,1
1996,RelationshipSatisfaction,3
1997,RelationshipSatisfaction,4
1998,RelationshipSatisfaction,3
1999,RelationshipSatisfaction,1
2000,RelationshipSatisfaction,1
2003,RelationshipSatisfaction,3
2007,RelationshipSatisfaction,4
2008,RelationshipSatisfaction,2
2009,RelationshipSatisfaction,1
2010,RelationshipSatisfaction,3
2012,RelationshipSatisfaction,3
2013,RelationshipSatisfaction,2
2014,RelationshipSatisfaction,1
2015,RelationshipSatisfaction,1
2016,RelationshipSatisfaction,3
2017,RelationshipSatisfaction,1
2018,RelationshipSatisfaction,2
2019,RelationshipSatisfaction,2
2020,RelationshipSatisfaction,3
2021,RelationshipSatisfaction,4
2022,RelationshipSatisfaction,3
2023,RelationshipSatisfaction,1
2024,RelationshipSatisfaction,3
2025,RelationshipSatisfaction,2
2026,RelationshipSatisfaction,1
2027,RelationshipSatisfaction,2
2031,RelationshipSatisfaction,1
2032,RelationshipSatisfaction,4
2034,RelationshipSatisfaction,3
2035,RelationshipSatisfaction,4
2036,RelationshipSatisfaction,1
2037,RelationshipSatisfaction,3
2038,RelationshipSatisfaction,4
2040,RelationshipSatisfaction,3
2041,RelationshipSatisfaction,3
2044,RelationshipSatisfaction,4
2045,RelationshipSatisfaction,1
2046,RelationshipSatisfaction,3
2048,RelationshipSatisfaction,4
2049,RelationshipSatisfaction,4
2051,RelationshipSatisfaction,2
2052,RelationshipSatisfaction,4
2053,RelationshipSatisfaction,1
2054,RelationshipSatisfaction,2
2055,RelationshipSatisfaction,2
2056,RelationshipSatisfaction,1
2057,RelationshipSatisfaction,2
2060,RelationshipSatisfaction,4
2061,RelationshipSatisfaction,3
2062,RelationshipSatisfaction,1
2064,RelationshipSatisfaction,2
2065,RelationshipSatisfaction,4
2068,RelationshipSatisfaction,1
1,Attrition,Yes
2,Attrition,No
4,Attrition,Yes
5,Attrition,No
7,Attrition,No
8,Attrition,No
10,Attrition,No
11,Attrition,No
12,Attrition,No
13,Attrition,No
14,Attrition,No
15,Attrition,No
16,Attrition,No
18,Attrition,No
19,Attrition,Yes
20,Attrition,No
21,Attrition,No
22,Attrition,No
23,Attrition,No
24,Attrition,No
26,Attrition,No
27,Attrition,Yes
28,Attrition,No
30,Attrition,No
31,Attrition,Yes
32,Attrition,No
33,Attrition,Yes
35,Attrition,No
36,Attrition,No
38,Attrition,No
39,Attrition,No
40,Attrition,No
41,Attrition,No
42,Attrition,Yes
45,Attrition,Yes
46,Attrition,No
47,Attrition,Yes
49,Attrition,No
51,Attrition,No
52,Attrition,No
53,Attrition,No
54,Attrition,No
55,Attrition,Yes
56,Attrition,No
57,Attrition,No
58,Attrition,Yes
60,Attrition,No
61,Attrition,No
62,Attrition,No
63,Attrition,No
64,Attrition,Yes
65,Attrition,Yes
68,Attrition,No
70,Attrition,No
72,Attrition,No
73,Attrition,No
74,Attrition,No
75,Attrition,No
76,Attrition,No
77,Attrition,No
78,Attrition,No
79,Attrition,No
80,Attrition,No
81,Attrition,No
83,Attrition,No
84,Attrition,No
85,Attrition,No
86,Attrition,No
88,Attrition,No
90,Attrition,Yes
91,Attrition,No
94,Attrition,No
95,Attrition,No
96,Attrition,No
97,Attrition,No
98,Attrition,No
100,Attrition,No
101,Attrition,No
102,Attrition,No
103,Attrition,No
104,Attrition,No
105,Attrition,No
106,Attrition,No
107,Attrition,No
110,Attrition,No
112,Attrition,No
113,Attrition,No
116,Attrition,No
117,Attrition,No
118,Attrition,Yes
119,Attrition,No
120,Attrition,No
121,Attrition,No
124,Attrition,No
125,Attrition,No
126,Attrition,No
128,Attrition,No
129,Attrition,No
131,Attrition,No
132,Attrition,No
